timestamp,open,high,low,close,volumen,num_trades
2017-08-17 06:05:00,4318.39000000,4318.39000000,4318.39000000,4318.39000000,0.05420000,1
2017-08-17 06:10:00,4330.00000000,4330.00000000,4330.00000000,4330.00000000,0.00182500,1
2017-08-17 06:15:00,4330.00000000,4330.00000000,4330.00000000,4330.00000000,0.00000000,0
2017-08-17 06:20:00,4309.37000000,4330.29000000,4309.37000000,4311.58000000,3.18562800,8
2017-08-17 06:25:00,4311.58000000,4311.58000000,4311.01000000,4311.02000000,0.31528500,3
2017-08-17 06:30:00,4328.65000000,4328.65000000,4319.83000000,4319.83000000,1.21290100,8
2017-08-17 06:35:00,4324.34000000,4345.45000000,4324.34000000,4345.45000000,2.28127500,7
2017-08-17 06:40:00,4345.45000000,4345.45000000,4345.45000000,4345.45000000,0.00000000,0
2017-08-17 06:45:00,4345.45000000,4345.45000000,4330.12000000,4330.12000000,0.09461000,4
2017-08-17 06:50:00,4330.12000000,4330.12000000,4330.12000000,4330.12000000,0.00641000,2
2017-08-17 06:55:00,4324.35000000,4324.35000000,4324.35000000,4324.35000000,0.06821800,1
2017-08-17 07:00:00,4324.35000000,4324.35000000,4324.35000000,4324.35000000,0.00000000,0
2017-08-17 07:05:00,4316.62000000,4316.62000000,4316.62000000,4316.62000000,0.00154100,1
2017-08-17 07:10:00,4316.62000000,4316.62000000,4316.62000000,4316.62000000,0.00000000,0
2017-08-17 07:15:00,4316.62000000,4316.62000000,4316.62000000,4316.62000000,0.00000000,0
2017-08-17 07:20:00,4316.62000000,4316.62000000,4316.62000000,4316.62000000,0.00000000,0
2017-08-17 07:25:00,4291.38000000,4291.38000000,4291.38000000,4291.38000000,0.03891800,1
2017-08-17 07:30:00,4291.38000000,4291.38000000,4291.38000000,4291.38000000,0.00000000,0
2017-08-17 07:35:00,4291.39000000,4291.39000000,4291.39000000,4291.39000000,0.01143100,1
2017-08-17 07:40:00,4300.00000000,4300.00000000,4300.00000000,4300.00000000,0.70747000,3
2017-08-17 07:45:00,4287.41000000,4287.41000000,4287.41000000,4287.41000000,0.00426300,1
2017-08-17 07:50:00,4305.38000000,4330.12000000,4305.38000000,4323.34000000,0.55239200,6
2017-08-17 07:55:00,4323.34000000,4349.99000000,4323.34000000,4349.99000000,3.12723400,12
2017-08-17 08:00:00,4333.32000000,4377.85000000,4333.32000000,4333.32000000,0.65907500,11
2017-08-17 08:05:00,4377.85000000,4377.85000000,4360.71000000,4360.71000000,0.10734200,2
2017-08-17 08:10:00,4360.71000000,4360.71000000,4360.71000000,4360.71000000,0.00000000,0
2017-08-17 08:15:00,4360.71000000,4360.71000000,4360.71000000,4360.71000000,0.00000000,0
2017-08-17 08:20:00,4360.71000000,4360.71000000,4360.71000000,4360.71000000,0.01148100,1
2017-08-17 08:25:00,4360.70000000,4360.70000000,4360.70000000,4360.70000000,0.06436200,4
2017-08-17 08:30:00,4360.70000000,4360.70000000,4360.70000000,4360.70000000,0.00102400,1
2017-08-17 08:35:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.06431600,3
2017-08-17 08:40:00,4360.69000000,4360.69000000,4360.69000000,4360.69000000,0.03392200,3
2017-08-17 08:45:00,4360.70000000,4360.70000000,4360.70000000,4360.70000000,0.00823200,1
2017-08-17 08:50:00,4360.69000000,4360.69000000,4360.69000000,4360.69000000,0.02305300,2
2017-08-17 08:55:00,4360.69000000,4360.69000000,4360.69000000,4360.69000000,0.00000000,0
2017-08-17 09:00:00,4360.69000000,4360.69000000,4360.69000000,4360.69000000,0.00000000,0
2017-08-17 09:05:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.00629600,1
2017-08-17 09:10:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.00000000,0
2017-08-17 09:15:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.52000100,3
2017-08-17 09:20:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.86000300,3
2017-08-17 09:25:00,4360.00000000,4360.00000000,4360.00000000,4360.00000000,0.90870100,3
2017-08-17 09:30:00,4360.00000000,4445.78000000,4360.00000000,4445.78000000,7.92166300,22
2017-08-17 09:35:00,4445.78000000,4445.78000000,4445.78000000,4445.78000000,0.41119700,2
2017-08-17 09:40:00,4445.00000000,4445.00000000,4436.51000000,4436.51000000,0.07794000,2
2017-08-17 09:45:00,4444.00000000,4444.00000000,4444.00000000,4444.00000000,0.04168100,4
2017-08-17 09:50:00,4444.00000000,4444.00000000,4444.00000000,4444.00000000,0.00815600,1
2017-08-17 09:55:00,4444.00000000,4444.00000000,4444.00000000,4444.00000000,0.00798500,2
2017-08-17 10:00:00,4441.10000000,4441.10000000,4436.51000000,4436.51000000,1.07487900,3
2017-08-17 10:05:00,4427.13000000,4427.13000000,4400.00000000,4400.00000000,1.45421900,5
2017-08-17 10:10:00,4400.00000000,4400.00000000,4399.81000000,4400.00000000,2.13058200,5
2017-08-17 10:15:00,4400.00000000,4400.00000000,4400.00000000,4400.00000000,0.35310100,2
2017-08-17 10:20:00,4443.00000000,4443.00000000,4420.00000000,4440.00000000,0.26155000,6
2017-08-17 10:25:00,4440.00000000,4440.00000000,4440.00000000,4440.00000000,0.00000000,0
2017-08-17 10:30:00,4440.00000000,4440.00000000,4440.00000000,4440.00000000,0.00000000,0
2017-08-17 10:35:00,4400.00000000,4419.00000000,4400.00000000,4419.00000000,1.99000400,6
2017-08-17 10:40:00,4415.00000000,4415.00000000,4415.00000000,4415.00000000,0.08823100,2
2017-08-17 10:45:00,4419.00000000,4460.00000000,4419.00000000,4460.00000000,11.91064000,19
2017-08-17 10:50:00,4460.00000000,4470.00000000,4450.65000000,4460.00000000,4.68323400,25
2017-08-17 10:55:00,4460.00000000,4460.00000000,4460.00000000,4460.00000000,0.91895900,9
2017-08-17 11:00:00,4460.00000000,4474.80000000,4459.18000000,4474.80000000,10.12544500,18
2017-08-17 11:05:00,4454.72000000,4454.72000000,4454.72000000,4454.72000000,0.00878800,1
2017-08-17 11:10:00,4461.07000000,4474.80000000,4461.07000000,4474.80000000,5.95031100,5
2017-08-17 11:15:00,4474.80000000,4474.80000000,4465.32000000,4474.80000000,5.86596500,16
2017-08-17 11:20:00,4474.80000000,4474.80000000,4474.80000000,4474.80000000,2.20131000,8
2017-08-17 11:25:00,4474.80000000,4485.39000000,4465.06000000,4485.39000000,0.77751000,9
2017-08-17 11:30:00,4485.39000000,4485.39000000,4485.39000000,4485.39000000,0.04834300,2
2017-08-17 11:35:00,4459.96000000,4469.93000000,4459.96000000,4469.93000000,0.53275300,8
2017-08-17 11:40:00,4469.93000000,4469.93000000,4469.93000000,4469.93000000,0.00198600,1
2017-08-17 11:45:00,4469.93000000,4469.93000000,4459.46000000,4468.93000000,0.50597400,11
2017-08-17 11:50:00,4449.56000000,4449.56000000,4434.86000000,4434.86000000,0.74944400,11
2017-08-17 11:55:00,4449.56000000,4449.56000000,4427.30000000,4427.30000000,0.25022400,5
2017-08-17 12:00:00,4436.06000000,4449.56000000,4436.06000000,4449.56000000,2.38735800,9
2017-08-17 12:05:00,4447.66000000,4448.89000000,4439.67000000,4448.89000000,5.78836800,16
2017-08-17 12:10:00,4441.87000000,4441.87000000,4441.87000000,4441.87000000,2.99843200,25
2017-08-17 12:15:00,4441.87000000,4441.87000000,4431.68000000,4431.68000000,0.42986300,6
2017-08-17 12:20:00,4430.95000000,4430.95000000,4427.30000000,4427.30000000,8.39296700,17
2017-08-17 12:25:00,4425.25000000,4425.25000000,4418.12000000,4418.12000000,1.09855900,4
2017-08-17 12:30:00,4417.00000000,4417.00000000,4417.00000000,4417.00000000,0.02750800,1
2017-08-17 12:35:00,4417.00000000,4427.30000000,4417.00000000,4427.30000000,0.25520500,8
2017-08-17 12:40:00,4419.14000000,4431.13000000,4411.01000000,4431.13000000,0.80716400,7
2017-08-17 12:45:00,4430.00000000,4430.00000000,4411.00000000,4411.00000000,0.69949800,9
2017-08-17 12:50:00,4420.00000000,4431.13000000,4411.00000000,4411.00000000,0.14747600,6
2017-08-17 12:55:00,4411.00000000,4411.00000000,4411.00000000,4411.00000000,0.00000000,0
2017-08-17 13:00:00,4411.00000000,4430.00000000,4411.00000000,4430.00000000,0.61000600,4
2017-08-17 13:05:00,4434.12000000,4445.88000000,4434.12000000,4445.88000000,0.51960900,4
2017-08-17 13:10:00,4440.00000000,4445.88000000,4440.00000000,4445.88000000,0.12932800,2
2017-08-17 13:15:00,4430.43000000,4430.43000000,4430.43000000,4430.43000000,0.01300000,1
2017-08-17 13:20:00,4430.43000000,4440.00000000,4425.21000000,4440.00000000,0.14923500,5
2017-08-17 13:25:00,4425.21000000,4440.00000000,4422.60000000,4440.00000000,2.29714000,8
2017-08-17 13:30:00,4435.12000000,4440.00000000,4425.21000000,4440.00000000,2.35649200,17
2017-08-17 13:35:00,4445.00000000,4445.00000000,4440.00000000,4445.00000000,3.37712800,21
2017-08-17 13:40:00,4445.00000000,4445.00000000,4445.00000000,4445.00000000,1.77102000,3
2017-08-17 13:45:00,4432.07000000,4445.00000000,4432.07000000,4445.00000000,0.14382900,3
2017-08-17 13:50:00,4425.60000000,4445.00000000,4425.60000000,4445.00000000,9.07255600,20
2017-08-17 13:55:00,4445.00000000,4459.00000000,4445.00000000,4459.00000000,10.87309300,30
2017-08-17 14:00:00,4459.00000000,4460.00000000,4459.00000000,4460.00000000,5.78468200,18
2017-08-17 14:05:00,4460.00000000,4460.00000000,4460.00000000,4460.00000000,3.27545200,15
2017-08-17 14:10:00,4460.00000000,4460.00000000,4435.93000000,4452.71000000,8.27833100,19
2017-08-17 14:15:00,4452.71000000,4459.81000000,4452.71000000,4459.81000000,1.24873700,16
2017-08-17 14:20:00,4459.81000000,4469.46000000,4459.81000000,4469.35000000,1.16635000,19
2017-08-17 14:25:00,4469.35000000,4469.46000000,4437.35000000,4467.81000000,1.89525700,17
2017-08-17 14:30:00,4467.81000000,4484.00000000,4452.57000000,4484.00000000,5.36759100,14
2017-08-17 14:35:00,4484.00000000,4485.00000000,4484.00000000,4484.00000000,0.88343400,18
2017-08-17 14:40:00,4484.00000000,4485.39000000,4477.53000000,4477.53000000,3.60435700,40
2017-08-17 14:45:00,4477.53000000,4477.53000000,4477.53000000,4477.53000000,1.40044800,16
2017-08-17 14:50:00,4477.53000000,4477.53000000,4457.43000000,4477.53000000,6.97345500,17
2017-08-17 14:55:00,4477.53000000,4477.53000000,4453.26000000,4470.82000000,11.85780300,25
2017-08-17 15:00:00,4470.82000000,4470.82000000,4453.67000000,4470.00000000,6.80565800,10
2017-08-17 15:05:00,4470.00000000,4470.00000000,4469.00000000,4469.00000000,0.63857800,7
2017-08-17 15:10:00,4469.00000000,4469.00000000,4460.00000000,4460.00000000,2.35865300,19
2017-08-17 15:15:00,4460.00000000,4469.99000000,4460.00000000,4469.99000000,3.52654300,19
2017-08-17 15:20:00,4445.00000000,4470.82000000,4432.70000000,4432.70000000,3.38142800,33
2017-08-17 15:25:00,4445.00000000,4445.00000000,4412.10000000,4432.20000000,5.88397900,73
2017-08-17 15:30:00,4432.20000000,4444.90000000,4399.64000000,4421.00000000,11.61913100,77
2017-08-17 15:35:00,4399.64000000,4399.64000000,4374.04000000,4377.54000000,9.57322400,69
2017-08-17 15:40:00,4377.54000000,4425.83000000,4377.54000000,4396.47000000,4.20896100,28
2017-08-17 15:45:00,4392.95000000,4425.83000000,4392.95000000,4423.63000000,9.70326000,28
2017-08-17 15:50:00,4423.63000000,4423.63000000,4371.45000000,4371.45000000,3.52415300,25
2017-08-17 15:55:00,4377.54000000,4377.54000000,4333.42000000,4352.34000000,7.25770200,10
2017-08-17 16:00:00,4352.33000000,4352.35000000,4314.50000000,4325.00000000,6.24823100,40
2017-08-17 16:05:00,4325.00000000,4354.35000000,4255.30000000,4293.61000000,19.45888500,70
2017-08-17 16:10:00,4261.89000000,4339.85000000,4255.30000000,4307.17000000,8.47043700,76
2017-08-17 16:15:00,4307.17000000,4307.17000000,4272.03000000,4294.08000000,11.11473500,27
2017-08-17 16:20:00,4294.08000000,4336.69000000,4265.87000000,4307.43000000,4.59248600,52
2017-08-17 16:25:00,4307.43000000,4336.69000000,4290.17000000,4290.17000000,3.32517400,34
2017-08-17 16:30:00,4290.17000000,4337.29000000,4290.17000000,4337.29000000,2.29535500,24
2017-08-17 16:35:00,4337.29000000,4337.29000000,4322.23000000,4322.23000000,1.32809700,15
2017-08-17 16:40:00,4320.29000000,4320.29000000,4300.29000000,4300.29000000,4.49238900,9
2017-08-17 16:45:00,4300.29000000,4338.13000000,4300.29000000,4338.13000000,1.72834400,15
2017-08-17 16:50:00,4338.13000000,4338.13000000,4312.68000000,4338.13000000,3.73711100,26
2017-08-17 16:55:00,4354.18000000,4354.18000000,4354.18000000,4354.18000000,0.66754700,10
2017-08-17 17:00:00,4354.18000000,4354.18000000,4354.18000000,4354.18000000,1.27198500,8
2017-08-17 17:05:00,4354.18000000,4354.18000000,4326.99000000,4341.31000000,5.79930500,14
2017-08-17 17:10:00,4341.31000000,4354.84000000,4341.31000000,4341.31000000,5.03503900,19
2017-08-17 17:15:00,4323.23000000,4354.84000000,4322.23000000,4322.23000000,2.04539500,15
2017-08-17 17:20:00,4322.23000000,4322.23000000,4301.50000000,4318.21000000,6.35318300,18
2017-08-17 17:25:00,4318.21000000,4335.28000000,4318.21000000,4335.28000000,0.89658900,13
2017-08-17 17:30:00,4335.28000000,4337.29000000,4335.28000000,4337.29000000,4.26319300,16
2017-08-17 17:35:00,4337.29000000,4354.84000000,4337.29000000,4354.84000000,1.73063700,14
2017-08-17 17:40:00,4354.84000000,4354.84000000,4328.15000000,4328.15000000,1.04992200,9
2017-08-17 17:45:00,4315.11000000,4328.15000000,4299.95000000,4328.15000000,6.57375100,17
2017-08-17 17:50:00,4328.15000000,4328.15000000,4307.17000000,4309.05000000,4.78784800,16
2017-08-17 17:55:00,4307.17000000,4307.17000000,4235.45000000,4289.24000000,19.85806500,33
2017-08-17 18:00:00,4289.24000000,4289.24000000,4263.99000000,4263.99000000,3.77839700,16
2017-08-17 18:05:00,4253.56000000,4253.56000000,4218.68000000,4231.87000000,8.06693900,17
2017-08-17 18:10:00,4231.87000000,4282.43000000,4231.87000000,4282.43000000,4.46665900,16
2017-08-17 18:15:00,4282.43000000,4302.15000000,4273.03000000,4302.15000000,5.95331900,14
2017-08-17 18:20:00,4302.15000000,4302.45000000,4302.15000000,4302.45000000,2.07843200,20
2017-08-17 18:25:00,4287.69000000,4287.69000000,4287.69000000,4287.69000000,0.60244900,13
2017-08-17 18:30:00,4287.69000000,4287.69000000,4287.69000000,4287.69000000,2.17596900,19
2017-08-17 18:35:00,4302.45000000,4302.45000000,4264.10000000,4267.01000000,6.38086800,16
2017-08-17 18:40:00,4246.90000000,4246.90000000,4237.85000000,4237.85000000,3.04027700,11
2017-08-17 18:45:00,4237.85000000,4241.90000000,4222.97000000,4241.90000000,5.90111000,14
2017-08-17 18:50:00,4241.90000000,4267.01000000,4241.90000000,4254.96000000,5.51194600,19
2017-08-17 18:55:00,4254.96000000,4256.97000000,4254.96000000,4256.97000000,3.31879800,19
2017-08-17 19:00:00,4241.91000000,4256.97000000,4200.74000000,4200.74000000,9.52153500,18
2017-08-17 19:05:00,4200.74000000,4242.53000000,4200.74000000,4242.53000000,2.37569200,14
2017-08-17 19:10:00,4271.02000000,4284.27000000,4256.51000000,4281.87000000,10.01990400,17
2017-08-17 19:15:00,4281.87000000,4281.87000000,4247.38000000,4266.00000000,6.14946100,19
2017-08-17 19:20:00,4266.00000000,4266.00000000,4266.00000000,4266.00000000,3.21672900,12
2017-08-17 19:25:00,4266.00000000,4302.44000000,4266.00000000,4287.61000000,1.88262900,22
2017-08-17 19:30:00,4287.61000000,4302.45000000,4287.61000000,4302.15000000,0.55029800,15
2017-08-17 19:35:00,4316.08000000,4316.08000000,4289.00000000,4289.00000000,6.42661100,23
2017-08-17 19:40:00,4316.08000000,4327.25000000,4316.08000000,4327.25000000,1.18749900,19
2017-08-17 19:45:00,4327.25000000,4335.30000000,4327.25000000,4327.25000000,1.40071300,17
2017-08-17 19:50:00,4327.25000000,4328.25000000,4325.24000000,4325.24000000,2.91368700,13
2017-08-17 19:55:00,4325.24000000,4325.24000000,4325.23000000,4325.23000000,1.06609200,13
2017-08-17 20:00:00,4307.56000000,4325.23000000,4307.56000000,4311.18000000,5.48585000,24
2017-08-17 20:05:00,4311.18000000,4311.18000000,4278.05000000,4278.05000000,3.26867100,20
2017-08-17 20:10:00,4278.05000000,4278.05000000,4261.00000000,4278.05000000,4.82965000,14
2017-08-17 20:15:00,4278.05000000,4325.23000000,4278.05000000,4302.77000000,8.16375700,24
2017-08-17 20:20:00,4302.77000000,4302.96000000,4289.00000000,4302.96000000,2.46261600,24
2017-08-17 20:25:00,4288.10000000,4288.10000000,4273.16000000,4273.16000000,1.95503600,13
2017-08-17 20:30:00,4258.56000000,4302.96000000,4258.56000000,4302.96000000,6.16910300,23
2017-08-17 20:35:00,4302.96000000,4303.18000000,4262.53000000,4303.18000000,2.61842000,29
2017-08-17 20:40:00,4310.99000000,4325.24000000,4302.50000000,4305.00000000,5.24074900,20
2017-08-17 20:45:00,4305.00000000,4325.24000000,4305.00000000,4325.24000000,5.18838800,18
2017-08-17 20:50:00,4325.24000000,4341.30000000,4325.24000000,4341.30000000,1.73767100,18
2017-08-17 20:55:00,4341.30000000,4354.84000000,4326.00000000,4346.74000000,1.85556100,20
2017-08-17 21:00:00,4346.74000000,4346.74000000,4315.85000000,4331.78000000,5.59772700,13
2017-08-17 21:05:00,4331.78000000,4339.00000000,4331.78000000,4339.00000000,1.74074400,17
2017-08-17 21:10:00,4339.00000000,4367.93000000,4322.65000000,4367.93000000,3.21764200,17
2017-08-17 21:15:00,4346.73000000,4367.93000000,4341.32000000,4360.00000000,7.57818500,22
2017-08-17 21:20:00,4367.93000000,4367.93000000,4360.93000000,4360.93000000,1.37200300,24
2017-08-17 21:25:00,4360.94000000,4369.69000000,4335.98000000,4349.33000000,9.78636400,29
2017-08-17 21:30:00,4349.33000000,4349.33000000,4322.65000000,4349.33000000,3.53157300,23
2017-08-17 21:35:00,4349.33000000,4355.56000000,4349.32000000,4355.56000000,1.96785500,13
2017-08-17 21:40:00,4355.56000000,4369.69000000,4334.12000000,4354.35000000,7.71139700,22
2017-08-17 21:45:00,4354.03000000,4355.02000000,4323.98000000,4355.02000000,6.80892600,19
2017-08-17 21:50:00,4355.02000000,4368.68000000,4322.98000000,4349.63000000,3.60934300,31
2017-08-17 21:55:00,4322.98000000,4349.63000000,4309.23000000,4333.55000000,8.85127700,18
2017-08-17 22:00:00,4333.55000000,4335.56000000,4322.39000000,4335.56000000,7.22800200,21
2017-08-17 22:05:00,4349.63000000,4349.63000000,4343.96000000,4343.96000000,2.63973000,16
2017-08-17 22:10:00,4349.63000000,4349.63000000,4334.32000000,4334.32000000,1.41286300,14
2017-08-17 22:15:00,4325.24000000,4325.24000000,4310.00000000,4312.34000000,9.87384600,24
2017-08-17 22:20:00,4312.34000000,4312.34000000,4312.34000000,4312.34000000,2.37102500,20
2017-08-17 22:25:00,4310.00000000,4326.29000000,4310.00000000,4326.29000000,2.71570800,30
2017-08-17 22:30:00,4326.28000000,4326.29000000,4326.28000000,4326.29000000,1.70250800,19
2017-08-17 22:35:00,4326.29000000,4341.96000000,4319.11000000,4341.96000000,10.03590200,19
2017-08-17 22:40:00,4348.62000000,4356.06000000,4348.62000000,4352.34000000,3.17426500,24
2017-08-17 22:45:00,4335.00000000,4352.34000000,4335.00000000,4341.30000000,5.24782500,15
2017-08-17 22:50:00,4341.30000000,4359.13000000,4341.30000000,4352.34000000,3.15601500,21
2017-08-17 22:55:00,4352.34000000,4352.34000000,4327.52000000,4336.80000000,7.81845300,13
2017-08-17 23:00:00,4313.39000000,4336.80000000,4313.39000000,4336.80000000,5.71286100,14
2017-08-17 23:05:00,4336.80000000,4336.80000000,4322.74000000,4336.28000000,3.47918100,16
2017-08-17 23:10:00,4336.28000000,4337.38000000,4300.00000000,4323.31000000,9.00937400,23
2017-08-17 23:15:00,4337.38000000,4337.38000000,4318.68000000,4337.36000000,7.53234900,16
2017-08-17 23:20:00,4337.36000000,4337.38000000,4337.36000000,4337.38000000,7.23881800,34
2017-08-17 23:25:00,4318.68000000,4337.38000000,4318.68000000,4327.89000000,6.36466600,19
2017-08-17 23:30:00,4327.89000000,4332.26000000,4327.89000000,4332.26000000,0.93146700,17
2017-08-17 23:35:00,4332.26000000,4332.26000000,4332.26000000,4332.26000000,0.68488500,14
2017-08-17 23:40:00,4332.26000000,4332.26000000,4314.13000000,4328.25000000,9.28300000,28
2017-08-17 23:45:00,4325.82000000,4332.26000000,4289.09000000,4299.13000000,15.38198400,32
2017-08-17 23:50:00,4280.82000000,4317.33000000,4280.82000000,4280.82000000,13.88919700,45
2017-08-17 23:55:00,4305.75000000,4305.75000000,4285.08000000,4285.08000000,2.13748100,12
2017-08-18 00:00:00,4285.08000000,4287.09000000,4285.08000000,4287.09000000,2.96298700,17
2017-08-18 00:05:00,4267.78000000,4292.10000000,4267.78000000,4292.10000000,5.52002100,23
2017-08-18 00:10:00,4305.76000000,4305.76000000,4304.76000000,4305.76000000,1.97547900,18
2017-08-18 00:15:00,4309.08000000,4309.08000000,4289.53000000,4303.83000000,7.16207100,23
2017-08-18 00:20:00,4303.83000000,4303.83000000,4285.85000000,4303.83000000,5.84554500,14
2017-08-18 00:25:00,4309.92000000,4309.92000000,4292.11000000,4292.11000000,2.90536800,17
2017-08-18 00:30:00,4292.11000000,4309.15000000,4286.01000000,4309.15000000,7.54980000,32
2017-08-18 00:35:00,4309.15000000,4309.15000000,4309.15000000,4309.15000000,1.36444300,14
2017-08-18 00:40:00,4309.15000000,4309.15000000,4302.15000000,4302.15000000,3.62828100,12
2017-08-18 00:45:00,4282.51000000,4340.62000000,4282.51000000,4284.76000000,16.41201100,42
2017-08-18 00:50:00,4264.88000000,4284.76000000,4243.97000000,4251.95000000,13.15586400,27
2017-08-18 00:55:00,4251.10000000,4286.53000000,4228.76000000,4286.53000000,13.95360400,29
2017-08-18 01:00:00,4269.36000000,4269.36000000,4200.00000000,4269.36000000,9.53913400,19
2017-08-18 01:05:00,4255.44000000,4255.44000000,4237.00000000,4255.44000000,5.20038800,18
2017-08-18 01:10:00,4255.44000000,4269.36000000,4251.40000000,4251.40000000,4.01970100,16
2017-08-18 01:15:00,4216.81000000,4238.89000000,4142.67000000,4142.67000000,6.67514000,26
2017-08-18 01:20:00,4172.81000000,4202.75000000,4134.61000000,4202.75000000,22.68748500,29
2017-08-18 01:25:00,4202.75000000,4219.88000000,4202.75000000,4214.97000000,5.19132900,23
2017-08-18 01:30:00,4214.97000000,4223.00000000,4214.97000000,4223.00000000,0.46367700,13
2017-08-18 01:35:00,4223.00000000,4223.00000000,4200.60000000,4202.73000000,6.50116800,23
2017-08-18 01:40:00,4221.87000000,4231.61000000,4212.65000000,4231.61000000,5.07805600,15
2017-08-18 01:45:00,4231.61000000,4238.89000000,4231.61000000,4238.89000000,1.55856700,23
2017-08-18 01:50:00,4238.89000000,4255.66000000,4238.89000000,4255.66000000,3.82545700,21
2017-08-18 01:55:00,4255.66000000,4269.36000000,4243.59000000,4243.59000000,4.94478100,17
2017-08-18 02:00:00,4251.95000000,4251.95000000,4251.95000000,4251.95000000,2.31018500,28
2017-08-18 02:05:00,4266.26000000,4266.26000000,4234.43000000,4262.14000000,11.12085600,21
2017-08-18 02:10:00,4262.14000000,4286.53000000,4234.00000000,4286.53000000,3.47299300,19
2017-08-18 02:15:00,4286.53000000,4298.64000000,4278.87000000,4278.87000000,9.52320700,26
2017-08-18 02:20:00,4278.87000000,4278.87000000,4277.04000000,4277.04000000,6.79605300,17
2017-08-18 02:25:00,4255.88000000,4278.05000000,4255.88000000,4278.05000000,6.34866100,15
2017-08-18 02:30:00,4278.05000000,4278.05000000,4242.75000000,4264.51000000,5.60366700,23
2017-08-18 02:35:00,4264.51000000,4264.51000000,4260.98000000,4260.98000000,0.74575600,12
2017-08-18 02:40:00,4260.98000000,4260.98000000,4252.95000000,4252.95000000,1.55460800,19
2017-08-18 02:45:00,4252.95000000,4267.59000000,4252.95000000,4267.59000000,1.80466000,14
2017-08-18 02:50:00,4267.59000000,4267.59000000,4244.79000000,4267.59000000,3.79108500,12
2017-08-18 02:55:00,4267.59000000,4267.59000000,4267.59000000,4267.59000000,0.99960600,13
2017-08-18 03:00:00,4244.77000000,4278.05000000,4244.77000000,4278.05000000,2.02876800,25
2017-08-18 03:05:00,4279.86000000,4282.49000000,4278.05000000,4282.49000000,2.34513800,36
2017-08-18 03:10:00,4282.49000000,4308.70000000,4282.49000000,4308.70000000,4.22602400,25
2017-08-18 03:15:00,4308.70000000,4308.70000000,4263.92000000,4263.92000000,6.28320600,17
2017-08-18 03:20:00,4283.07000000,4298.30000000,4275.36000000,4296.44000000,7.36198700,28
2017-08-18 03:25:00,4296.44000000,4296.44000000,4244.77000000,4244.77000000,6.84790400,27
2017-08-18 03:30:00,4244.77000000,4280.33000000,4234.00000000,4254.28000000,11.11308600,26
2017-08-18 03:35:00,4254.28000000,4277.83000000,4254.28000000,4277.83000000,2.78101700,14
